Age,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,DistanceFromHome,NumCompaniesWorked,EnvironmentSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Education,Department,JobRole,MaritalStatus,EducationField,Gender,BusinessTravel,StockOptionLevel,Attrition
55,2516,4,4,18,0,3,4,3,1,1,6,9,2,2,R&D,Manager,Single,HR,Male,Travel_Rarely,1,0
51,1878,1,4,17,0,23,2,2,4,4,7,5,1,5,R&D,Research Sci,Single,Marketing,Male,Travel_Rarely,2,0
29,1000,1,2,36,0,21,2,3,4,1,10,8,2,3,HR,Director,Divorced,Medical,Female,Travel_Rarely,3,0
36,3345,4,1,29,0,9,2,4,3,3,5,14,5,3,R&D,Lab Tech,Divorced,Life Sci,Female,Travel_Rarely,0,0
54,1000,1,3,18,0,23,5,3,2,1,0,15,2,5,HR,Manager,Single,HR,Female,Travel_Rarely,3,0
34,9023,1,4,22,0,4,3,4,1,1,13,7,3,1,R&D,Healthcare Rep,Married,HR,Female,Non-Travel,1,0
27,2313,3,1,15,0,21,7,4,4,2,12,15,2,2,Sales,Sales Exec,Married,Marketing,Male,Travel_Rarely,2,0
29,2348,4,2,0,0,5,4,3,3,4,12,4,3,1,Sales,HR,Married,Marketing,Female,Non-Travel,0,0
33,3212,4,3,11,0,11,0,1,2,4,11,13,5,4,R&D,Mfg Dir,Married,Tech Degree,Female,Travel_Rarely,2,0
41,2936,2,4,23,1,21,8,2,4,3,8,1,3,3,R&D,Healthcare Rep,Divorced,Life Sci,Male,Travel_Rarely,0,0
36,20000,1,2,33,0,26,0,2,3,3,5,2,6,4,Sales,Mfg Dir,Single,Life Sci,Male,Travel_Frequently,2,0
25,3941,3,2,7,0,9,5,3,3,4,11,13,6,3,R&D,Director,Single,Other,Male,Travel_Rarely,3,0
48,1000,1,3,17,0,26,0,1,3,2,12,6,4,4,R&D,Healthcare Rep,Married,Medical,Female,Travel_Rarely,1,0
38,4668,1,1,4,1,3,2,1,1,2,9,14,1,5,Sales,Sales Rep,Married,Medical,Female,Travel_Rarely,2,0
34,1000,2,4,25,1,6,9,2,2,4,0,16,5,3,Sales,Director,Divorced,Tech Degree,Male,Travel_Rarely,2,0
40,1000,1,4,29,0,24,4,1,4,1,0,0,3,3,HR,Sales Rep,Married,Other,Female,Travel_Frequently,0,0
54,17658,3,1,12,0,11,9,3,2,4,7,8,0,4,R&D,Sales Exec,Single,Life Sci,Female,Travel_Rarely,3,0
33,7425,3,1,18,0,9,6,3,2,1,5,13,5,2,R&D,Sales Exec,Married,Medical,Male,Travel_Rarely,3,0
23,19587,2,1,28,0,29,9,1,4,4,7,15,0,4,R&D,Sales Exec,Married,Life Sci,Male,Travel_Rarely,0,0
25,3249,1,3,2,0,15,7,3,2,1,7,12,1,3,R&D,Director,Divorced,Life Sci,Male,Travel_Rarely,3,0
42,3799,3,3,25,0,23,8,4,1,2,14,5,3,3,Sales,Sales Exec,Married,Other,Female,Travel_Rarely,1,0
35,1000,1,4,39,0,28,5,2,4,4,10,0,5,2,R&D,Research Sci,Married,Medical,Male,Travel_Rarely,2,0
42,1417,1,3,11,0,3,8,3,4,3,13,3,5,1,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,0,0
29,9117,1,2,1,0,1,7,1,3,1,7,2,1,2,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,3,0
32,2201,2,4,10,0,20,8,2,2,2,9,16,4,1,Sales,Lab Tech,Married,Other,Female,Non-Travel,1,0
43,8766,1,3,27,0,29,9,3,4,3,14,1,0,3,Sales,Sales Rep,Single,Medical,Male,Travel_Rarely,1,0
58,6172,3,1,17,0,22,3,2,4,2,6,7,5,5,HR,Mfg Dir,Divorced,Tech Degree,Male,Non-Travel,3,0
43,1000,1,2,12,0,19,8,1,1,1,6,14,2,5,R&D,Manager,Married,HR,Male,Travel_Rarely,3,0
49,3540,3,1,36,1,14,6,4,3,4,9,5,0,4,R&D,Mfg Dir,Married,Other,Female,Travel_Rarely,0,0
27,5656,1,4,21,0,17,4,4,4,2,3,1,3,2,R&D,Manager,Divorced,Life Sci,Male,Travel_Rarely,3,0
33,1339,3,1,11,0,22,4,3,1,4,8,14,1,2,HR,Lab Tech,Divorced,Other,Male,Travel_Rarely,0,0
24,8880,3,3,1,1,14,0,4,4,4,11,11,0,5,R&D,Director,Divorced,HR,Female,Travel_Frequently,2,0
34,3935,1,3,36,0,17,1,3,4,2,1,2,2,1,R&D,Healthcare Rep,Divorced,Other,Female,Travel_Rarely,1,0
40,1000,1,4,6,0,25,9,2,4,2,10,9,6,2,HR,Lab Tech,Single,Medical,Male,Travel_Frequently,0,1
43,4373,3,1,25,0,27,2,3,1,2,8,13,2,1,R&D,Mfg Dir,Married,Life Sci,Male,Travel_Rarely,1,0
38,20000,4,4,25,1,14,7,3,2,4,9,13,1,1,Sales,Mfg Dir,Married,HR,Female,Travel_Rarely,2,0
39,1000,2,1,23,1,12,5,3,4,3,2,2,1,1,Sales,Sales Rep,Married,Marketing,Female,Non-Travel,3,0
24,8484,4,2,11,1,16,9,4,4,1,13,0,6,1,R&D,Director,Divorced,Tech Degree,Female,Travel_Rarely,0,1
31,1161,4,3,15,0,1,4,3,2,3,12,0,0,4,R&D,Lab Tech,Married,Other,Male,Travel_Rarely,3,0
32,7625,1,4,22,0,13,0,1,4,4,14,1,3,4,R&D,Sales Exec,Married,Other,Male,Travel_Rarely,1,1
24,6632,2,2,39,0,6,8,3,3,2,1,9,4,5,R&D,Healthcare Rep,Divorced,HR,Female,Travel_Rarely,0,0
26,1786,4,2,8,0,17,2,2,4,2,12,3,2,4,R&D,Research Sci,Single,Tech Degree,Male,Travel_Rarely,2,1
25,1971,1,4,31,0,12,2,1,3,1,3,3,1,2,R&D,Research Sci,Married,Other,Male,Travel_Rarely,2,0
40,7863,4,4,14,0,23,1,2,2,1,4,12,4,4,R&D,Research Sci,Married,Marketing,Male,Travel_Rarely,3,0
46,3094,4,2,36,1,19,3,2,1,3,1,8,4,2,Sales,Lab Tech,Single,HR,Female,Travel_Rarely,2,0
35,6561,1,1,12,0,6,1,2,2,3,12,6,4,2,HR,Sales Exec,Single,Medical,Male,Travel_Rarely,2,0
48,1000,1,2,4,0,7,8,1,4,1,14,15,3,1,R&D,HR,Divorced,Life Sci,Female,Travel_Rarely,3,0
47,9571,1,4,10,0,1,9,1,3,4,0,2,1,5,R&D,Research Sci,Married,Marketing,Male,Travel_Rarely,3,0
56,6204,2,2,9,1,1,6,4,1,3,9,9,2,1,R&D,HR,Divorced,Tech Degree,Female,Travel_Rarely,0,0
52,11872,4,1,12,1,29,7,1,4,2,10,15,1,1,Sales,Healthcare Rep,Married,Tech Degree,Female,Non-Travel,0,0
35,1000,1,3,14,0,5,2,3,1,2,4,2,0,4,R&D,Sales Rep,Single,Marketing,Male,Travel_Rarely,3,0
59,4494,3,3,6,0,6,5,2,1,4,8,10,2,4,R&D,Sales Exec,Married,Medical,Male,Non-Travel,1,0
56,4570,4,2,39,0,16,9,4,4,1,14,9,1,2,R&D,Sales Rep,Married,Other,Female,Travel_Rarely,1,0
34,2180,3,1,27,1,25,5,1,2,3,11,15,2,4,R&D,Director,Divorced,Medical,Female,Non-Travel,0,0
31,3066,2,3,31,0,16,0,2,4,2,11,7,0,4,R&D,Director,Single,Other,Male,Travel_Rarely,0,0
48,1000,1,2,34,0,14,5,1,4,1,14,8,5,3,R&D,Research Sci,Divorced,Other,Female,Travel_Rarely,3,0
41,6849,3,2,14,0,1,2,4,2,3,4,14,2,2,Sales,Sales Rep,Divorced,Tech Degree,Female,Travel_Rarely,1,0
52,3985,2,1,35,0,13,2,1,3,4,11,2,5,2,R&D,Lab Tech,Divorced,Other,Male,Travel_Rarely,3,0
51,1000,1,4,20,1,20,2,1,4,2,10,3,4,3,R&D,HR,Married,Marketing,Male,Travel_Rarely,0,0
20,5708,3,2,5,0,10,9,2,1,4,9,12,6,2,R&D,Research Sci,Divorced,Other,Male,Travel_Frequently,2,0
54,3144,3,4,0,0,24,9,3,4,4,8,11,3,5,R&D,HR,Married,Marketing,Male,Travel_Rarely,2,0
57,1000,2,4,3,0,10,7,1,4,4,13,8,0,5,R&D,Mfg Dir,Single,Life Sci,Female,Travel_Rarely,2,0
43,17467,1,3,10,0,9,4,4,1,3,12,13,2,3,HR,Mfg Dir,Single,Tech Degree,Male,Travel_Frequently,3,0
40,14890,1,4,25,1,13,3,1,2,4,11,6,0,4,Sales,Mfg Dir,Divorced,Medical,Male,Travel_Frequently,1,0
56,3596,3,1,36,0,3,8,1,3,3,9,15,4,5,R&D,Director,Single,HR,Male,Travel_Rarely,0,0
32,1000,3,3,22,1,27,8,3,3,3,5,4,5,3,Sales,Manager,Married,Medical,Male,Travel_Rarely,1,0
21,7024,3,3,28,1,18,0,2,1,4,2,9,3,5,Sales,Director,Single,Medical,Female,Travel_Rarely,1,0
46,3385,1,3,20,0,20,1,4,2,4,3,10,0,1,R&D,Healthcare Rep,Single,HR,Female,Travel_Rarely,0,0
39,1800,2,2,26,0,2,7,2,4,1,3,6,5,3,Sales,Sales Rep,Single,Tech Degree,Male,Travel_Frequently,1,0
42,3380,2,2,38,0,17,4,2,4,2,0,13,4,2,HR,Mfg Dir,Divorced,Other,Male,Travel_Rarely,2,0
30,3695,1,4,39,1,28,6,2,4,1,2,10,4,5,HR,Mfg Dir,Married,Life Sci,Male,Travel_Rarely,0,0
35,4135,4,3,12,0,19,0,1,4,2,2,11,4,2,R&D,Healthcare Rep,Divorced,Medical,Male,Travel_Rarely,2,0
50,2910,2,3,22,0,23,9,3,4,2,12,1,6,3,R&D,Sales Exec,Married,Other,Female,Travel_Rarely,3,0
33,4653,3,1,15,0,13,4,1,1,1,13,0,5,5,R&D,Manager,Divorced,Medical,Female,Travel_Rarely,2,0
59,12550,4,4,29,1,13,2,4,4,1,0,9,2,2,R&D,Sales Exec,Married,Tech Degree,Female,Travel_Rarely,3,0
19,2249,4,1,3,0,1,9,3,4,2,12,0,1,4,R&D,Director,Married,Tech Degree,Female,Non-Travel,3,0
52,6467,2,4,39,0,2,1,2,2,2,8,5,0,4,Sales,Sales Exec,Married,Marketing,Male,Travel_Frequently,0,0
59,11242,4,4,15,0,1,1,3,4,2,10,6,6,1,R&D,Lab Tech,Married,Tech Degree,Female,Travel_Rarely,2,0
51,3043,4,2,30,0,24,8,4,3,3,0,16,1,3,R&D,Research Sci,Divorced,Tech Degree,Female,Travel_Rarely,2,0
47,2930,2,2,24,1,5,3,1,1,2,8,8,4,2,R&D,Director,Married,Medical,Male,Travel_Rarely,2,0
30,4607,2,1,11,0,24,3,1,1,4,0,6,1,1,HR,Mfg Dir,Divorced,Life Sci,Female,Travel_Frequently,0,0
30,4475,4,4,25,1,3,6,2,1,4,1,16,5,3,HR,Director,Divorced,Medical,Female,Travel_Rarely,3,0
35,8214,3,3,36,0,29,9,1,3,4,1,2,4,4,R&D,Sales Exec,Single,Other,Female,Travel_Rarely,3,0
49,3235,1,2,32,0,28,9,1,4,1,13,15,6,2,R&D,HR,Married,Tech Degree,Male,Travel_Rarely,3,0
49,20000,4,3,27,0,7,1,4,1,1,5,4,4,5,HR,Director,Single,Marketing,Male,Travel_Rarely,0,0
52,1000,4,1,8,0,24,2,3,3,1,6,0,3,4,Sales,Sales Rep,Married,Life Sci,Male,Travel_Rarely,0,0
56,1000,3,2,11,0,22,2,1,2,2,10,3,3,5,R&D,Director,Married,Marketing,Male,Travel_Frequently,1,0
46,5111,4,2,4,0,13,5,4,4,4,0,10,6,5,Sales,HR,Divorced,HR,Female,Travel_Rarely,2,0
46,1772,4,4,27,0,29,2,4,3,2,2,8,5,2,HR,Manager,Single,Marketing,Female,Non-Travel,3,0
33,1374,1,1,34,0,23,4,2,4,3,1,7,5,2,R&D,HR,Single,Marketing,Male,Non-Travel,1,0
27,1869,1,4,4,0,28,3,4,2,3,7,7,1,5,Sales,HR,Single,Other,Male,Travel_Frequently,1,0
47,1478,1,2,33,1,18,2,2,3,1,8,4,6,1,HR,Director,Married,Tech Degree,Male,Travel_Rarely,2,0
42,1000,2,1,33,0,24,7,1,4,3,12,11,0,5,R&D,Healthcare Rep,Divorced,Other,Female,Travel_Rarely,0,0
56,17795,2,2,12,0,21,9,2,3,4,1,0,6,5,HR,Lab Tech,Divorced,Tech Degree,Female,Travel_Rarely,1,0
37,1247,1,1,38,0,7,2,4,1,3,1,14,1,2,Sales,Healthcare Rep,Married,Other,Male,Travel_Rarely,0,0
22,6621,1,2,13,1,1,5,3,4,1,9,5,5,3,R&D,HR,Divorced,Tech Degree,Male,Travel_Rarely,0,0
18,7189,2,3,10,1,5,6,3,3,2,14,9,0,4,R&D,Director,Married,Tech Degree,Male,Travel_Rarely,2,0
47,13243,3,3,37,0,17,6,1,1,3,8,13,6,2,R&D,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,1,0
20,1000,4,4,3,1,28,1,1,2,4,13,7,1,1,R&D,Mfg Dir,Single,Marketing,Male,Travel_Rarely,3,0
31,10280,4,3,32,0,29,2,3,4,4,3,2,2,4,R&D,Sales Rep,Divorced,HR,Male,Travel_Rarely,1,0
47,3745,1,2,6,0,8,9,2,4,4,4,11,2,2,R&D,Sales Exec,Married,Tech Degree,Male,Travel_Rarely,3,0
21,5005,3,2,7,1,15,9,1,2,2,12,11,0,2,R&D,Lab Tech,Married,HR,Male,Travel_Frequently,3,0
35,5170,2,3,36,1,20,3,4,1,4,10,14,3,3,Sales,Mfg Dir,Married,HR,Female,Travel_Frequently,0,0
54,8568,1,4,9,0,4,6,1,2,1,8,6,0,1,Sales,Mfg Dir,Married,Medical,Male,Travel_Rarely,3,0
42,2027,3,3,14,1,2,1,2,4,1,5,3,1,1,Sales,Sales Rep,Divorced,Medical,Female,Travel_Frequently,2,0
18,6603,3,1,37,0,5,2,1,3,4,9,8,4,2,R&D,Research Sci,Single,Life Sci,Male,Travel_Rarely,1,0
32,3760,3,1,14,1,1,6,4,1,3,11,15,2,3,R&D,Manager,Married,Other,Female,Travel_Rarely,0,0
26,7884,2,1,4,0,25,6,4,1,4,8,12,4,2,R&D,Sales Rep,Single,Medical,Male,Travel_Rarely,0,0
32,20000,2,3,28,0,5,9,4,1,1,8,3,2,5,R&D,Manager,Single,Tech Degree,Male,Travel_Rarely,3,0
41,1119,4,3,18,0,6,2,2,2,1,6,8,1,5,R&D,Research Sci,Married,HR,Female,Travel_Rarely,0,0
21,20000,4,3,9,0,2,0,2,2,1,13,14,2,3,R&D,Research Sci,Married,Other,Male,Travel_Rarely,2,0
29,1000,3,1,11,0,26,2,4,3,3,11,14,0,2,Sales,Sales Rep,Married,Life Sci,Female,Travel_Rarely,2,0
54,1000,3,4,3,0,26,4,4,3,3,9,5,4,3,Sales,Manager,Married,Medical,Female,Travel_Rarely,0,0
54,1000,2,2,30,0,1,6,2,1,3,8,10,5,2,R&D,Healthcare Rep,Married,Marketing,Female,Non-Travel,0,0
23,2091,4,3,17,0,4,3,2,3,1,4,7,4,2,R&D,Sales Exec,Married,Other,Male,Non-Travel,2,0
56,5010,3,4,15,0,7,0,2,2,2,4,16,1,5,R&D,Healthcare Rep,Married,Life Sci,Female,Travel_Rarely,3,0
41,1000,4,2,39,0,22,5,3,3,4,11,16,5,4,R&D,Manager,Single,Tech Degree,Male,Travel_Rarely,0,0
28,1000,4,2,35,0,26,1,2,2,4,7,3,4,1,R&D,Mfg Dir,Married,Other,Female,Travel_Rarely,3,0
30,13830,3,2,24,1,1,2,4,3,1,9,14,6,1,R&D,Sales Exec,Married,HR,Male,Non-Travel,0,0
51,8627,2,4,22,1,1,3,3,4,3,3,1,1,3,HR,Research Sci,Single,Tech Degree,Female,Travel_Rarely,2,0
42,8282,3,4,11,1,8,5,2,2,2,8,1,6,1,Sales,Mfg Dir,Divorced,Tech Degree,Female,Travel_Rarely,0,0
24,10789,3,1,33,0,20,5,4,4,2,6,9,3,5,R&D,Research Sci,Married,Other,Male,Travel_Rarely,0,0
21,6020,4,4,35,1,16,6,1,2,3,6,2,0,4,R&D,Manager,Divorced,Marketing,Male,Non-Travel,0,0
25,1000,3,4,36,0,21,4,3,3,4,12,7,2,2,HR,Sales Rep,Divorced,Marketing,Male,Travel_Frequently,2,0
37,2546,2,4,2,0,13,6,4,4,4,14,6,6,2,Sales,Mfg Dir,Married,Other,Male,Travel_Rarely,2,0
46,6421,3,2,8,0,23,1,1,3,2,2,11,2,5,R&D,Lab Tech,Married,Other,Male,Travel_Rarely,2,0
27,1644,2,3,17,1,24,0,4,2,2,3,14,2,1,R&D,Mfg Dir,Married,Other,Male,Travel_Rarely,1,0
51,5814,2,1,34,0,26,9,2,4,3,6,13,3,2,R&D,HR,Married,HR,Male,Travel_Rarely,1,0
43,1000,4,3,33,0,23,7,2,1,4,10,15,0,1,Sales,Research Sci,Divorced,Medical,Male,Travel_Frequently,1,0
58,1827,1,3,13,0,18,0,1,3,2,10,13,4,5,Sales,Manager,Divorced,Tech Degree,Male,Non-Travel,1,1
20,3982,1,4,3,1,20,1,2,2,4,13,2,6,2,R&D,HR,Single,Other,Female,Travel_Rarely,2,0
23,4999,4,1,28,0,10,9,4,4,2,4,5,4,3,R&D,Director,Married,Medical,Female,Travel_Rarely,0,0
22,4302,3,3,14,0,12,5,1,3,3,11,16,0,4,Sales,Lab Tech,Divorced,HR,Female,Travel_Rarely,2,0
22,5982,4,3,27,0,1,0,4,4,4,2,13,5,1,R&D,Healthcare Rep,Married,Tech Degree,Female,Non-Travel,1,0
40,1000,2,1,15,0,10,9,4,3,2,0,13,0,1,Sales,Research Sci,Divorced,Medical,Male,Non-Travel,3,0
26,1000,1,4,11,0,9,2,4,3,2,6,12,2,1,HR,Healthcare Rep,Married,Tech Degree,Female,Travel_Rarely,3,0
52,10160,4,3,4,0,3,6,2,3,2,5,2,4,1,R&D,Manager,Married,Marketing,Female,Travel_Rarely,2,0
37,5724,3,2,33,1,28,7,2,4,2,9,12,0,5,R&D,Healthcare Rep,Married,Other,Female,Travel_Rarely,0,1
59,1000,4,3,0,0,19,3,4,4,3,14,1,4,5,R&D,Manager,Married,Marketing,Male,Travel_Rarely,1,0
52,9228,1,2,38,0,26,2,3,3,4,6,8,0,5,HR,Manager,Married,Life Sci,Male,Travel_Rarely,0,0
35,1386,4,4,31,0,9,0,4,1,4,14,12,1,5,R&D,Sales Exec,Married,HR,Female,Travel_Rarely,0,0
34,3252,4,3,25,0,10,8,4,1,1,13,7,6,2,R&D,Sales Exec,Married,Other,Female,Travel_Rarely,0,0
41,1000,1,1,16,0,19,9,1,1,4,1,15,2,5,R&D,Lab Tech,Married,Medical,Female,Travel_Rarely,1,0
20,6191,2,1,26,0,16,5,4,2,1,12,2,0,2,R&D,Manager,Single,Tech Degree,Male,Travel_Rarely,2,0
49,5495,2,3,23,0,24,5,2,1,2,11,12,3,3,R&D,Lab Tech,Single,Life Sci,Female,Travel_Rarely,1,1
52,1185,1,4,34,1,18,8,1,4,3,3,3,0,5,Sales,Sales Exec,Single,HR,Female,Travel_Rarely,1,0
55,9953,4,4,38,0,14,0,3,1,3,1,1,1,3,Sales,Lab Tech,Married,HR,Male,Travel_Rarely,2,0
30,2565,1,1,25,0,29,5,1,4,2,7,14,3,5,R&D,Lab Tech,Married,HR,Female,Non-Travel,2,0
42,1730,2,3,37,1,3,4,3,2,1,6,16,3,3,R&D,Sales Rep,Married,Medical,Female,Non-Travel,2,0
26,1000,3,4,22,0,2,5,1,4,2,0,9,0,4,Sales,Sales Rep,Single,Other,Female,Travel_Rarely,3,0
21,1547,4,1,21,1,1,7,1,4,3,1,0,1,3,R&D,Manager,Married,Marketing,Female,Non-Travel,3,0
31,1000,2,2,3,0,18,4,3,4,3,1,5,3,2,R&D,HR,Married,Life Sci,Female,Travel_Rarely,2,0
54,4376,4,3,8,0,24,1,2,1,4,3,2,6,1,R&D,Healthcare Rep,Married,Medical,Female,Non-Travel,0,0
51,9233,1,2,3,1,9,1,2,3,1,2,6,2,3,Sales,Lab Tech,Married,Tech Degree,Female,Travel_Rarely,3,0
28,3981,3,2,6,0,13,9,2,4,4,0,12,5,1,R&D,HR,Single,Medical,Female,Travel_Rarely,1,0
58,1237,1,4,22,0,2,4,1,1,3,11,12,2,4,R&D,Sales Exec,Divorced,Tech Degree,Male,Non-Travel,1,0
20,1000,3,4,1,1,7,2,4,1,3,13,16,4,4,R&D,Research Sci,Single,Tech Degree,Female,Non-Travel,3,1
45,1207,4,4,23,0,16,9,1,1,4,1,0,4,2,Sales,Healthcare Rep,Married,HR,Female,Travel_Rarely,1,0
46,2690,4,3,39,0,21,2,4,3,4,10,13,1,2,R&D,Healthcare Rep,Divorced,Medical,Female,Travel_Rarely,2,0
26,7127,1,2,30,0,19,7,4,3,3,8,2,3,3,R&D,Lab Tech,Married,Marketing,Male,Travel_Rarely,1,0
20,1040,3,3,30,1,25,6,2,3,4,12,13,2,5,R&D,Manager,Divorced,Tech Degree,Female,Non-Travel,3,1
42,6361,3,4,39,1,15,0,4,3,4,0,0,2,4,HR,Manager,Single,HR,Male,Travel_Rarely,0,0
51,10084,4,2,33,0,22,4,1,2,1,8,15,5,1,HR,Lab Tech,Married,Marketing,Female,Travel_Frequently,1,0
29,3025,1,3,23,0,11,8,1,3,3,6,9,1,5,R&D,Lab Tech,Married,Medical,Male,Non-Travel,1,0
59,8613,3,3,25,1,1,3,2,3,2,1,12,6,4,Sales,Director,Single,Marketing,Male,Travel_Frequently,0,0
26,4044,4,1,15,0,21,0,3,3,1,1,3,3,3,R&D,Healthcare Rep,Married,Medical,Male,Travel_Rarely,3,0
32,5068,2,3,12,0,7,7,1,4,2,4,8,1,4,Sales,Sales Rep,Married,Tech Degree,Female,Travel_Rarely,0,0
57,3735,1,4,14,0,20,4,4,4,4,12,13,0,2,Sales,Sales Rep,Married,Life Sci,Female,Travel_Rarely,1,0
42,3110,2,3,26,1,8,1,1,3,4,4,3,2,1,R&D,HR,Divorced,Life Sci,Male,Travel_Rarely,3,0
22,1337,1,2,3,1,10,0,1,2,2,3,9,1,1,HR,Research Sci,Single,Other,Female,Travel_Rarely,2,0
28,1806,4,3,15,0,5,2,1,4,4,11,7,1,2,HR,Research Sci,Married,Other,Male,Travel_Rarely,3,0
51,1712,3,1,29,0,9,8,3,1,4,9,2,5,5,R&D,Director,Married,Tech Degree,Female,Travel_Rarely,3,0
41,4142,3,2,29,0,25,0,4,4,1,9,6,6,2,R&D,Manager,Married,Marketing,Female,Travel_Rarely,2,0
32,1000,3,2,35,0,25,3,2,1,2,12,9,0,1,Sales,Healthcare Rep,Married,Medical,Male,Travel_Rarely,3,0
55,12432,1,1,2,0,1,7,1,4,1,11,2,4,3,Sales,Research Sci,Married,Life Sci,Male,Travel_Frequently,1,0
25,6376,4,4,21,1,2,7,4,3,2,2,1,2,5,Sales,HR,Single,Medical,Female,Travel_Frequently,1,0
22,2566,2,2,21,0,19,9,4,4,1,3,14,5,4,R&D,Healthcare Rep,Married,Tech Degree,Male,Travel_Frequently,1,1
43,1000,4,4,11,1,14,7,2,3,3,9,8,6,3,Sales,Healthcare Rep,Divorced,Marketing,Male,Travel_Rarely,1,0
35,10685,2,2,20,0,20,9,1,3,3,3,14,6,5,HR,Sales Rep,Married,Medical,Female,Travel_Rarely,2,0
23,8680,1,2,3,0,10,7,3,4,2,1,16,1,1,R&D,Manager,Married,Marketing,Male,Travel_Rarely,1,0
54,6395,1,4,30,0,9,3,4,1,3,4,6,2,1,Sales,Research Sci,Single,Life Sci,Female,Travel_Rarely,3,0
30,1584,2,2,30,0,10,7,2,1,1,14,14,4,3,Sales,Sales Rep,Single,Medical,Female,Travel_Frequently,0,1
45,2574,2,4,22,0,29,8,3,4,2,4,11,6,5,R&D,Mfg Dir,Single,HR,Male,Non-Travel,2,0
22,1000,2,1,19,1,6,6,4,3,3,4,7,1,4,HR,Sales Exec,Married,Life Sci,Male,Travel_Rarely,2,0
30,1047,4,4,14,1,17,1,1,1,3,10,1,6,4,R&D,Mfg Dir,Divorced,Marketing,Male,Travel_Rarely,0,0
34,7639,2,1,22,0,28,8,4,2,2,14,1,0,2,R&D,Mfg Dir,Married,Tech Degree,Female,Travel_Rarely,1,0
57,6277,1,2,27,0,25,7,3,3,3,10,4,6,3,R&D,Sales Exec,Single,HR,Male,Travel_Rarely,1,1
49,4500,1,4,15,1,6,4,3,4,3,9,0,2,5,R&D,Mfg Dir,Single,Other,Female,Travel_Rarely,3,0
46,11303,3,2,36,0,4,2,1,3,2,0,3,6,3,HR,Research Sci,Married,Medical,Male,Non-Travel,1,0
20,4376,2,4,20,0,20,6,1,2,3,5,5,6,4,R&D,Healthcare Rep,Married,Other,Male,Travel_Rarely,1,0
57,3145,4,1,14,0,3,1,2,2,3,10,12,5,5,R&D,Sales Rep,Married,Life Sci,Female,Travel_Rarely,3,0
51,2080,4,1,16,1,23,2,1,1,3,1,10,0,1,R&D,Lab Tech,Married,Medical,Male,Travel_Rarely,1,0
